STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DEWP,DEWP_ATTRIBUTES,FRSHTT,FRSHTT_ATTRIBUTES,GUST,GUST_ATTRIBUTES,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,MXSPD,MXSPD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,SNDP,SNDP_ATTRIBUTES,STP,STP_ATTRIBUTES,TEMP,TEMP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/18/1985,50.4,4,0,,999.9,,84.2,*,60.4, ,9.9,,0,A,9999.9,0,999.9,,999.9,0,79.5,4,8.5,4,5.7,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/19/1985,45.1,4,0,,999.9,,84.9,*,59, ,9.9,,0,A,9999.9,0,999.9,,999.9,0,80.3,4,10.1,4,6.8,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/21/1985,38.1,7,0,,999.9,,89.8, ,60.1,*,16.9,,0,A,9999.9,0,999.9,,999.9,0,76.5,7,12,7,10.4,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/22/1985,47.2,6,0,,999.9,,81.3,*,60.1, ,13,,0,A,9999.9,0,999.9,,999.9,0,73,6,10.4,6,10.7,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/23/1985,47,5,0,,999.9,,86.4, ,55.2, ,15,,0,A,9999.9,0,999.9,,999.9,0,68.8,5,12.4,5,8,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/24/1985,47,6,0,,999.9,,86.5, ,57.4, ,11.1,,0,A,9999.9,0,999.9,,999.9,0,76.7,6,13.5,6,5.2,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/25/1985,45.7,7,0,,999.9,,94.1,*,57, ,8,,0,A,9999.9,0,999.9,,999.9,0,76,7,8.7,7,5.7,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/26/1985,45.1,7,0,,999.9,,87.3,*,60.8, ,8,,0,A,9999.9,0,999.9,,999.9,0,76.2,7,13.3,7,4.3,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/27/1985,42.7,5,0,,999.9,,86.9,*,59, ,14,,0,A,9999.9,0,999.9,,999.9,0,73.4,5,11.8,5,6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/28/1985,39,5,0,,999.9,,85.8,*,56.7, ,15,,0,A,9999.9,0,999.9,,999.9,0,76.3,5,10.6,5,7.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/29/1985,37.5,6,0,,999.9,,87.4, ,63, ,9.9,,0,A,9999.9,0,999.9,,999.9,0,78.1,6,9.1,6,7.5,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,9/30/1985,35.7,7,0,,999.9,,88.9, ,59.9, ,12,,0,A,9999.9,0,999.9,,999.9,0,76.4,7,6.2,7,7.8,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/1/1985,36,4,0,,999.9,,88.3,*,63.3, ,11.1,,0,A,9999.9,0,999.9,,999.9,0,82.5,4,5.4,4,7.8,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/2/1985,39.6,4,0,,999.9,,87.6, ,62.2,*,27,,0,A,9999.9,0,999.9,,999.9,0,75.8,4,5.4,4,11,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/4/1985,47.2,5,0,,999.9,,89.8, ,60.8, ,12,,0,A,9999.9,0,999.9,,999.9,0,81.1,5,10.3,5,8.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/5/1985,49.6,5,10000,,999.9,,85.6,*,60.1, ,7,,0,H,9999.9,0,999.9,,999.9,0,75.7,5,9.2,5,4.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/6/1985,40.1,5,0,,999.9,,93.2,*,62.4, ,15,,0,G,9999.9,0,999.9,,999.9,0,82.6,5,6,5,10.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/7/1985,38.8,5,0,,999.9,,88.2, ,58.5, ,5.1,,0,A,9999.9,0,999.9,,999.9,0,70.5,5,5.7,5,2.4,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/9/1985,44.8,5,0,,999.9,,86.2, ,69.4,*,12,,0,A,9999.9,0,999.9,,999.9,0,78.4,5,4.7,5,8.8,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/10/1985,53.8,5,0,,999.9,,76.1,*,63.5, ,14,,0,A,9999.9,0,999.9,,999.9,0,70.5,5,8.2,5,10.8,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/12/1985,51.8,4,0,,999.9,,82.8,*,55.4, ,8.9,,0,A,9999.9,0,999.9,,999.9,0,77.8,4,16.3,4,6,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/13/1985,50.2,4,0,,999.9,,91,*,62.2, ,11.1,,0.04,G,9999.9,0,999.9,,999.9,0,82.9,4,17.9,4,5.7,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/14/1985,47.7,7,10000,,999.9,,90, ,57.6, ,9.9,,0,G,9999.9,0,999.9,,999.9,0,75.8,7,13.3,7,3.4,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/16/1985,46.6,5,0,,999.9,,91.4,*,61.7, ,13,,0,A,9999.9,0,999.9,,999.9,0,76.8,5,6.2,5,7.4,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/23/1985,44.7,4,0,,999.9,,89.8, ,80.1,*,8,,0,I,9999.9,0,999.9,,999.9,0,84,4,999.9,0,6.3,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/24/1985,49.6,5,0,,999.9,,89.6, ,60.3, ,9.9,,0,A,9999.9,0,999.9,,999.9,0,81.2,5,13,5,5.8,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/25/1985,47.4,4,0,,999.9,,91.9, ,60.3, ,12,,0,A,9999.9,0,999.9,,999.9,0,81.3,4,11.7,4,6.3,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/27/1985,57.3,5,10,,999.9,,88.5, ,62.8, ,9.9,,0,A,9999.9,0,999.9,,999.9,0,78.4,5,10.6,5,5.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,10/29/1985,58,5,0,,999.9,,86.7, ,63, ,8,,0,G,9999.9,0,999.9,,999.9,0,75.9,5,16.2,5,4.4,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/2/1985,57.3,4,10000,,999.9,,85.1,*,63.7, ,999.9,,0.43,G,9999.9,0,999.9,,999.9,0,78.2,4,17.1,4,999.9,0
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/7/1985,59.6,5,10010,,999.9,,79.7,*,62.8, ,9.9,,0.28,G,9999.9,0,999.9,,999.9,0,69.8,6,12.4,6,4.8,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/10/1985,61.3,5,10010,,999.9,,85.8, ,60.8, ,7,,0,H,9999.9,0,999.9,,999.9,0,68,5,12.1,5,3.4,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/11/1985,59.7,4,10000,,999.9,,76.6,*,60.8, ,2.9,,2.2,G,9999.9,0,999.9,,999.9,0,66.2,4,16.3,4,1.2,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/12/1985,63.8,4,10010,,999.9,,75.6,*,62.6, ,7,,0.51,G,9999.9,0,999.9,,999.9,0,70.5,4,13.7,4,4.3,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/13/1985,60.8,4,10000,,999.9,,78.4, ,63.3, ,9.9,,0.91,G,9999.9,0,999.9,,999.9,0,72.5,4,17.1,4,8.7,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/17/1985,55.2,7,0,,999.9,,84.6, ,60.6, ,9.9,,0,A,9999.9,0,999.9,,999.9,0,74.6,7,18.6,7,6.8,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/18/1985,56.5,4,10010,,999.9,,84.9, ,68,*,7,,99.99, ,9999.9,0,999.9,,999.9,0,75.6,4,14.8,4,6,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/19/1985,57.4,5,0,,999.9,,79.9,*,58.5, ,8.9,,0,G,9999.9,0,999.9,,999.9,0,69.3,5,16.2,5,5.8,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/20/1985,57.1,5,0,,999.9,,79, ,58.5, ,6,,0,A,9999.9,0,999.9,,999.9,0,73,5,18.6,5,2.8,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/21/1985,54.6,4,0,,999.9,,81.1,*,57.4, ,8.9,,0,A,9999.9,0,999.9,,999.9,0,75.9,4,18.6,4,5.2,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/23/1985,57.9,5,10,,999.9,,81.5,*,60.8, ,8,,0,G,9999.9,0,999.9,,999.9,0,70.6,5,18,5,4.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/24/1985,60.4,4,0,,999.9,,84.6, ,62.4, ,9.9,,0.59,G,9999.9,0,999.9,,999.9,0,74.9,4,18.6,4,7.7,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/25/1985,63.3,4,10,,999.9,,79.2,*,67.5,*,7,,0,G,9999.9,0,999.9,,999.9,0,72.6,4,15.5,4,3.5,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/26/1985,60.1,6,0,,999.9,,83.3,*,62.8, ,5.1,,0.04,G,9999.9,0,999.9,,999.9,0,72.1,6,18.6,6,2.3,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/27/1985,62,6,10,,999.9,,81.9, ,62.6, ,8,,0,G,9999.9,0,999.9,,999.9,0,67.1,6,18.1,6,2.3,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/28/1985,61.2,4,0,,999.9,,83.5,*,61.5, ,6,,0.43,G,9999.9,0,999.9,,999.9,0,77.6,4,18.6,4,4.8,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/29/1985,62.3,4,10,,999.9,,83.3, ,63.3, ,5.1,,0,G,9999.9,0,999.9,,999.9,0,72.5,4,18.6,4,2.7,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,11/30/1985,62,5,10,,999.9,,82.4,*,52.2, ,7,,0,A,9999.9,0,999.9,,999.9,0,76.2,5,18.6,5,2.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/1/1985,62.2,5,10010,,999.9,,72.9, ,61.9, ,11.1,,1.93,G,9999.9,0,999.9,,999.9,0,66.8,5,17.4,5,2.2,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/2/1985,63,4,10010,,999.9,,72.3,*,60.3, ,5.1,,0,G,9999.9,0,999.9,,999.9,0,67.6,4,17.9,4,3.3,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/3/1985,62.9,5,10000,,999.9,,71.6,*,62.4, ,18.1,,0.87,G,9999.9,0,999.9,,999.9,0,67.2,5,17.4,5,6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/4/1985,63.7,5,10,,999.9,,80.8, ,63, ,5.1,,0.12,G,9999.9,0,999.9,,999.9,0,72,5,18.6,5,2.8,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/5/1985,62.7,5,0,,999.9,,80.6,*,64.2, ,6,,0,G,9999.9,0,999.9,,999.9,0,71.9,5,18.6,5,2,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/6/1985,64.3,5,10,,999.9,,78.8, ,65.1, ,6,,0,A,9999.9,0,999.9,,999.9,0,70.9,5,16.8,5,2.8,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/8/1985,63.2,7,10010,,999.9,,77, ,63.1, ,7,,0.94,G,9999.9,0,999.9,,999.9,0,69.7,7,16,7,4.9,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/9/1985,62.5,7,10,,999.9,,83.7, ,62.6, ,5.1,,0,G,9999.9,0,999.9,,999.9,0,70.8,7,16.8,7,2.1,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/10/1985,62.8,4,10000,,999.9,,85.3, ,61.7, ,5.1,,0,H,9999.9,0,999.9,,999.9,0,74.1,4,18.6,4,2.5,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/11/1985,65.1,4,10010,,999.9,,82.2, ,63, ,7,,99.99, ,9999.9,0,999.9,,999.9,0,72.4,5,15.3,5,5.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/12/1985,63.5,4,10010,,999.9,,72.3,*,63.7, ,4.1,,0.55,G,9999.9,0,999.9,,999.9,0,69.5,4,14.8,4,1,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/13/1985,63.4,4,10,,999.9,,78.6,*,62.6, ,9.9,,0.2,G,9999.9,0,999.9,,999.9,0,73.2,4,17.1,4,6,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/14/1985,64.1,4,10010,,999.9,,73.2,*,63.3, ,14,,0,G,9999.9,0,999.9,,999.9,0,70.9,4,11.7,4,5.2,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/15/1985,64.5,5,10010,,999.9,,80.4,*,62.4, ,2.9,,0.55,G,9999.9,0,999.9,,999.9,0,73.2,5,16.2,5,0.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/16/1985,63.6,6,10010,,999.9,,69.8,*,63.9, ,9.9,,0.16,G,9999.9,0,999.9,,999.9,0,66.6,6,16.6,6,4.7,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/17/1985,61.7,5,100010,,999.9,,84.7, ,61.5,*,4.1,,0.31,G,9999.9,0,999.9,,999.9,0,76.2,6,16.6,6,1.3,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/19/1985,63.2,4,10010,,999.9,,73.2,*,63.3, ,5.1,,0.16,G,9999.9,0,999.9,,999.9,0,69.4,4,13.8,4,1.3,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/21/1985,62.9,4,10000,,999.9,,76.3,*,65.3, ,8,,0,G,9999.9,0,999.9,,999.9,0,70.4,4,14.8,4,5,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/24/1985,63.9,6,110010,,999.9,,81.5, ,63.1, ,6,,0.12,G,9999.9,0,999.9,,999.9,0,68,6,15.7,6,1.5,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/26/1985,63.8,5,110000,,999.9,,83.1, ,64.2, ,4.1,,0.2,G,9999.9,0,999.9,,999.9,0,69.8,5,8.6,5,1.2,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/29/1985,64.5,6,10010,,999.9,,78.1,*,63, ,7,,99.99, ,9999.9,0,999.9,,999.9,0,70.5,6,16.1,6,3.1,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,12/30/1985,64,4,10010,,999.9,,79.5, ,64, ,4.1,,0.43,G,9999.9,0,999.9,,999.9,0,71.8,4,14.3,4,2.2,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,1/2/1986,63.5,5,10010,,999.9,,68.9, ,63.5, ,6,,0.83,G,9999.9,0,999.9,,999.9,0,64.9,5,10.2,5,3.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,1/7/1986,62.3,6,10000,,999.9,,74.7, ,62.1, ,7,,0,G,9999.9,0,999.9,,999.9,0,66,6,18.1,6,5.3,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,1/8/1986,64.3,7,10010,,999.9,,74.3, ,63.7, ,8,,0.08,G,9999.9,0,999.9,,999.9,0,68,7,11.8,7,3.4,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,1/11/1986,63.3,7,10010,,999.9,,81.9, ,63.3, ,7,,0.02,G,9999.9,0,999.9,,999.9,0,70,7,12.4,7,1.8,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,1/12/1986,64.1,4,10010,,999.9,,77.7, ,64, ,999.9,,0.04,G,9999.9,0,999.9,,999.9,0,69.9,4,12.4,4,999.9,0
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,1/13/1986,62.2,5,0,,999.9,,76.5,*,63.7, ,9.9,,0.08,G,9999.9,0,999.9,,999.9,0,70.1,6,12,6,4.5,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,1/14/1986,62.9,4,10,,999.9,,79.5,*,64.2,*,8,,0,G,9999.9,0,999.9,,999.9,0,72.4,4,11.3,4,3.3,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,2/15/1986,60.4,4,0,,999.9,,79.7,*,61.2, ,8,,0,I,9999.9,0,999.9,,999.9,0,75.5,4,18.6,4,6,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,2/18/1986,63,5,10010,,999.9,,81, ,63.5, ,4.1,,0,G,9999.9,0,999.9,,999.9,0,71,5,16.2,5,2,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,2/19/1986,63.8,4,10,,999.9,,82.4,*,63.3, ,4.1,,0.31,G,9999.9,0,999.9,,999.9,0,75.8,4,18.6,4,3.1,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,2/20/1986,63.5,4,10,,999.9,,84.4, ,64.4, ,6,,0.04,G,9999.9,0,999.9,,999.9,0,76.2,5,18,5,3.2,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,2/22/1986,65.1,4,10000,,999.9,,80.8, ,63.7, ,4.1,,0.04,G,9999.9,0,999.9,,999.9,0,70.4,4,16.3,4,1.3,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,2/23/1986,62,6,10010,,999.9,,85.3, ,60.8, ,8,,0.08,G,9999.9,0,999.9,,999.9,0,71,6,16.2,6,3,6
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,2/28/1986,61.3,4,10,,999.9,,84, ,67.6,*,6,,0,A,9999.9,0,999.9,,999.9,0,73.2,5,16.2,5,2.8,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/1/1986,62.7,5,100010,,999.9,,83.7, ,64,*,5.1,,0,I,9999.9,0,999.9,,999.9,0,74.2,5,14.4,5,2.4,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/2/1986,62.1,4,10010,,999.9,,84.6, ,61.7,*,12,,99.99, ,9999.9,0,999.9,,999.9,0,67.7,4,14.8,4,4.3,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/5/1986,63.4,4,10010,,999.9,,76.6,*,62.1, ,8.9,,0.01,G,9999.9,0,999.9,,999.9,0,71.7,4,13.7,4,6,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/7/1986,63.4,4,110000,,999.9,,75.2,*,64.6,*,13.6,,99.99, ,9999.9,0,999.9,,999.9,0,69.8,4,14.1,4,5,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/9/1986,63,4,10000,,999.9,,78.8,*,63, ,999.9,,1.14,G,9999.9,0,999.9,,999.9,0,69.8,4,14.8,4,999.9,0
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/10/1986,62.8,5,10,,999.9,,84.4, ,63.7, ,5.1,,0.01,G,9999.9,0,999.9,,999.9,0,75.9,5,21.1,5,4.6,5
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/13/1986,64.6,4,10,,999.9,,80.1,*,64.8, ,7,,0,G,9999.9,0,999.9,,999.9,0,70.2,4,14.8,4,3.2,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/14/1986,64.5,4,10010,,999.9,,82.4,*,62.6, ,5.1,,0.02,G,9999.9,0,999.9,,999.9,0,72.9,4,15.5,4,2.2,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/15/1986,62.3,7,100000,,999.9,,84.4, ,62.2, ,1.9,,0.55,G,9999.9,0,999.9,,999.9,0,71.9,7,11.6,7,0.3,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/19/1986,62.3,7,10010,,999.9,,82.6, ,61.5, ,35,,1.22,G,9999.9,0,999.9,,999.9,0,70.5,7,10.7,7,7,7
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/20/1986,61.8,4,10,,999.9,,78.8,*,61, ,9.9,,1.5,G,9999.9,0,999.9,,999.9,0,73.4,4,15.5,4,5.5,4
67561099999,"NDOLA SIMON MWANSA KAWEPEWE INTERNATIONAL, ZA",-12.9833333,28.65,1270.1,3/21/1986,63.2,7,0,,999.9,,82.4, ,63.7, ,6,,0,G,9999.9,0,999.9,,999.9,0,72.3,7,16.9,7,2.4,7
